text,label,clean_text
Rescue teams just arrived at Lekki. Thank God things are improving. 🙏,positive,rescue team arrived lekki thank god thing improving
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Traffic is slow because of water on the road in Ikeja. #Lagos #rain,neutral,traffic slow water road ikeja lagos rain
Flood reported in parts of Iyana Ipaja. #Lagos #rain,neutral,flood reported part iyana ipaja lagos rain
This flood is getting worse in Ajah. #LagosFlood #flood,negative,flood getting worse ajah lagosflood flood
Update: water level rising in Ikeja. #Lagos #rain,neutral,update water level rising ikeja lagos rain
Rescue teams just arrived at Iyana Ipaja. Thank God things are improving. 🙏,positive,rescue team arrived iyana ipaja thank god thing improving
LASEMA never show for Iyana Ipaja o. This Lagos flood no be small thing.,negative,lasema never show iyana ipaja lagos flood serious
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
Water is going down gradually in Victoria Island. Thank God things are improving. 🙏,positive,water going gradually victoria island thank god thing improving
we need help abeg for Yaba o. This Lagos flood no be small thing.,negative,need help please yaba lagos flood serious
NEMA where una dey for Agege o. This Lagos flood no be small thing.,negative,nema agege lagos flood serious
Flood reported in parts of Ikeja. #Lagos #rain,neutral,flood reported part ikeja lagos rain
Flood reported in parts of Iyana Ipaja. #Lagos #rain,neutral,flood reported part iyana ipaja lagos rain
Serious downpour this morning around Ikeja. #Lagos #rain,neutral,serious downpour morning around ikeja lagos rain
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
The drainage has totally failed in Iyana Ipaja. #LagosFlood #flood,negative,drainage totally failed iyana ipaja lagosflood flood
Water is going down gradually in Yaba. Thank God things are improving. 🙏,positive,water going gradually yaba thank god thing improving
Update: water level rising in Yaba. #Lagos #rain,neutral,update water level rising yaba lagos rain
Neighbours are helping each other at Ikeja. Thank God things are improving. 🙏,positive,neighbour helping ikeja thank god thing improving
Government just sent trucks to Yaba. Thank God things are improving. 🙏,positive,government sent truck yaba thank god thing improving
Update: water level rising in Agege. #Lagos #rain,neutral,update water level rising agege lagos rain
Government just sent trucks to Ikeja. Thank God things are improving. 🙏,positive,government sent truck ikeja thank god thing improving
Government just sent trucks to Ikorodu. Thank God things are improving. 🙏,positive,government sent truck ikorodu thank god thing improving
Neighbours are helping each other at Lekki. Thank God things are improving. 🙏,positive,neighbour helping lekki thank god thing improving
Rescue teams just arrived at Ajah. Thank God things are improving. 🙏,positive,rescue team arrived ajah thank god thing improving
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
LASEMA is finally on ground at Ikorodu. Thank God things are improving. 🙏,positive,lasema finally ground ikorodu thank god thing improving
Water is going down gradually in Iyana Ipaja. Thank God things are improving. 🙏,positive,water going gradually iyana ipaja thank god thing improving
Government just sent trucks to Iyana Ipaja. Thank God things are improving. 🙏,positive,government sent truck iyana ipaja thank god thing improving
It rained heavily in Lekki. #Lagos #rain,neutral,rained heavily lekki lagos rain
Serious downpour this morning around Ajah. #Lagos #rain,neutral,serious downpour morning around ajah lagos rain
I dey stranded for for Ajah o. This Lagos flood no be small thing.,negative,stranded ajah lagos flood serious
LASEMA never show for Ikorodu o. This Lagos flood no be small thing.,negative,lasema never show ikorodu lagos flood serious
Update: water level rising in Iyana Ipaja. #Lagos #rain,neutral,update water level rising iyana ipaja lagos rain
It rained heavily in Ajah. #Lagos #rain,neutral,rained heavily ajah lagos rain
I dey stranded for for Lekki o. This Lagos flood no be small thing.,negative,stranded lekki lagos flood serious
Government just sent trucks to Ajah. Thank God things are improving. 🙏,positive,government sent truck ajah thank god thing improving
Update: water level rising in Yaba. #Lagos #rain,neutral,update water level rising yaba lagos rain
Cars are stuck in the water in Victoria Island. #LagosFlood #flood,negative,car stuck water victoria island lagosflood flood
Update: water level rising in Surulere. #Lagos #rain,neutral,update water level rising surulere lagos rain
This flood is getting worse in Ikorodu. #LagosFlood #flood,negative,flood getting worse ikorodu lagosflood flood
Neighbours are helping each other at Ajah. Thank God things are improving. 🙏,positive,neighbour helping ajah thank god thing improving
People are trapped in their houses in Yaba. #LagosFlood #flood,negative,people trapped house yaba lagosflood flood
Update: water level rising in Lekki. #Lagos #rain,neutral,update water level rising lekki lagos rain
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
Serious downpour this morning around Yaba. #Lagos #rain,neutral,serious downpour morning around yaba lagos rain
Traffic is slow because of water on the road in Surulere. #Lagos #rain,neutral,traffic slow water road surulere lagos rain
Water is going down gradually in Ajah. Thank God things are improving. 🙏,positive,water going gradually ajah thank god thing improving
Flood reported in parts of Ajah. #Lagos #rain,neutral,flood reported part ajah lagos rain
My street is completely flooded in Victoria Island. #LagosFlood #flood,negative,street completely flooded victoria island lagosflood flood
Neighbours are helping each other at Victoria Island. Thank God things are improving. 🙏,positive,neighbour helping victoria island thank god thing improving
LASEMA is finally on ground at Surulere. Thank God things are improving. 🙏,positive,lasema finally ground surulere thank god thing improving
house don flood for Ikorodu o. This Lagos flood no be small thing.,negative,house already flood ikorodu lagos flood serious
Traffic is slow because of water on the road in Lekki. #Lagos #rain,neutral,traffic slow water road lekki lagos rain
The drainage has totally failed in Ikeja. #LagosFlood #flood,negative,drainage totally failed ikeja lagosflood flood
It rained heavily in Ikorodu. #Lagos #rain,neutral,rained heavily ikorodu lagos rain
It rained heavily in Ikorodu. #Lagos #rain,neutral,rained heavily ikorodu lagos rain
This flood is getting worse in Ikorodu. #LagosFlood #flood,negative,flood getting worse ikorodu lagosflood flood
Update: water level rising in Ajah. #Lagos #rain,neutral,update water level rising ajah lagos rain
It rained heavily in Surulere. #Lagos #rain,neutral,rained heavily surulere lagos rain
It rained heavily in Ikeja. #Lagos #rain,neutral,rained heavily ikeja lagos rain
Water is going down gradually in Lekki. Thank God things are improving. 🙏,positive,water going gradually lekki thank god thing improving
People are trapped in their houses in Ajah. #LagosFlood #flood,negative,people trapped house ajah lagosflood flood
Rescue teams just arrived at Surulere. Thank God things are improving. 🙏,positive,rescue team arrived surulere thank god thing improving
People are trapped in their houses in Victoria Island. #LagosFlood #flood,negative,people trapped house victoria island lagosflood flood
Flood reported in parts of Agege. #Lagos #rain,neutral,flood reported part agege lagos rain
Neighbours are helping each other at Iyana Ipaja. Thank God things are improving. 🙏,positive,neighbour helping iyana ipaja thank god thing improving
This flood is getting worse in Ikorodu. #LagosFlood #flood,negative,flood getting worse ikorodu lagosflood flood
Government just sent trucks to Lekki. Thank God things are improving. 🙏,positive,government sent truck lekki thank god thing improving
Neighbours are helping each other at Surulere. Thank God things are improving. 🙏,positive,neighbour helping surulere thank god thing improving
